transaction_id,transaction_date,transaction_price,price_unit,transaction_quantity,quantity_unit,store_id,product_id
300621,4/24/2023 10:41,6,1Kg,1,1Kg,1001,620
300626,4/24/2023 10:41,6,1Ea,3,1Ea,1001,625
300648,4/24/2023 10:41,6,1Kg,1,1Kg,1001,647
300660,4/24/2023 10:41,6,1Kg,1,1Kg,1001,659
300753,4/24/2023 10:41,6,1L,3,1L,1001,752
300754,4/24/2023 10:41,6,1L,3,1L,1001,753
300806,4/24/2023 10:41,6,1L,3,1L,1001,805
300807,4/24/2023 10:41,6,1L,3,1L,1001,806
300808,4/24/2023 10:41,6,1L,3,1L,1001,807
300812,4/24/2023 10:41,6,1L,3,1L,1001,811
301038,4/24/2023 10:41,6,1Kg,1,1Kg,1001,1037
301040,4/24/2023 10:41,6,1Kg,1,1Kg,1001,1039
301134,4/24/2023 10:41,6,1Kg,1,1Kg,1001,1133
301135,4/24/2023 10:41,6,1Kg,1,1Kg,1001,1134
301273,4/24/2023 10:41,6,1Kg,1,1Kg,1001,1272
301283,4/24/2023 10:41,6,1Kg,1,1Kg,1001,1282
301461,4/24/2023 10:41,6,100G,2,100G,1001,1460
301479,4/24/2023 10:41,6,100G,2,100G,1001,1478
301614,4/24/2023 10:41,6,100G,2,100G,1001,1613
301629,4/24/2023 10:41,6,100G,2,100G,1001,1628
301636,4/24/2023 10:41,6,100G,2,100G,1001,1635
301698,4/24/2023 10:41,6,100G,2,100G,1001,1697
301862,4/24/2023 10:41,6,100G,2,100G,1001,1861
301864,4/24/2023 10:41,6,100G,2,100G,1001,1863
301941,4/24/2023 10:41,6,100G,2,100G,1001,1940
302016,4/24/2023 10:41,6,100G,2,100G,1001,2015
302098,4/24/2023 10:41,6,100G,2,100G,1001,2097
302221,4/24/2023 10:41,6,100G,2,100G,1001,2220
302480,4/24/2023 10:41,6,100G,2,100G,1001,2479
302540,4/24/2023 10:41,6,100G,2,100G,1001,2539
302609,4/24/2023 10:41,6,100G,2,100G,1001,2608
302628,4/24/2023 10:41,6,100G,2,100G,1001,2627
302986,4/24/2023 10:41,6,100G,2,100G,1001,2985
302990,4/24/2023 10:41,6,100G,2,100G,1001,2989
303094,4/24/2023 10:41,6,100G,2,100G,1001,3093
303248,4/24/2023 10:41,6,100G,2,100G,1001,3247
303596,4/24/2023 10:41,6,100G,2,100G,1001,3595
303611,4/24/2023 10:41,6,100G,2,100G,1001,3610
303618,4/24/2023 10:41,6,100G,2,100G,1001,3617
303621,4/24/2023 10:41,6,100G,2,100G,1001,3620
303635,4/24/2023 10:41,6,100G,2,100G,1001,3634
303643,4/24/2023 10:41,6,100G,2,100G,1001,3642
303646,4/24/2023 10:41,6,100G,2,100G,1001,3645
303656,4/24/2023 10:41,6,100G,2,100G,1001,3655
303657,4/24/2023 10:41,6,100G,2,100G,1001,3656
303658,4/24/2023 10:41,6,100G,2,100G,1001,3657
303663,4/24/2023 10:41,6,100G,2,100G,1001,3662
303664,4/24/2023 10:41,6,100G,2,100G,1001,3663
303699,4/24/2023 10:41,6,100G,2,100G,1001,3698
303701,4/24/2023 10:41,6,100G,2,100G,1001,3700
303742,4/24/2023 10:41,6,100G,2,100G,1001,3741
303767,4/24/2023 10:41,6,100G,2,100G,1001,3766
303782,4/24/2023 10:41,6,100G,2,100G,1001,3781
303815,4/24/2023 10:41,6,100G,2,100G,1001,3814
303816,4/24/2023 10:41,6,100G,2,100G,1001,3815
303834,4/24/2023 10:41,6,100G,2,100G,1001,3833
303851,4/24/2023 10:41,6,100G,2,100G,1001,3850
304046,4/24/2023 10:41,6,,3,,1001,4045
304049,4/24/2023 10:41,6,100G,2,100G,1001,4048
304255,4/24/2023 10:41,6,1Kg,1,1Kg,1001,4254
304323,4/24/2023 10:41,6,1Kg,1,1Kg,1001,4322
304611,4/24/2023 10:41,6,100G,2,100G,1001,4610
304622,4/24/2023 10:41,6,100G,2,100G,1001,4621
304626,4/24/2023 10:41,6,100G,2,100G,1001,4625
304662,4/24/2023 10:41,6,100G,2,100G,1001,4661
304682,4/24/2023 10:41,6,100G,2,100G,1001,4681
304965,4/24/2023 10:41,6,100G,2,100G,1001,4964
305023,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5022
305084,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5083
305085,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5084
305088,4/24/2023 10:41,6,100G,2,100G,1001,5087
305150,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5149
305219,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5218
305393,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5392
305400,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5399
305422,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5421
305556,4/24/2023 10:41,6,1L,3,1L,1001,5555
305566,4/24/2023 10:41,6,1L,3,1L,1001,5565
305584,4/24/2023 10:41,6,1L,3,1L,1001,5583
305650,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5649
305659,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5658
305660,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5659
305663,4/24/2023 10:41,6,100G,2,100G,1001,5662
305677,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5676
305700,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5699
305748,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5747
305755,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5754
305838,4/24/2023 10:41,6,1Ea,3,1Ea,1001,5837
305946,4/24/2023 10:41,6,100G,2,100G,1001,5945
305955,4/24/2023 10:41,6,100G,2,100G,1001,5954
305962,4/24/2023 10:41,6,100G,2,100G,1001,5961
306501,4/24/2023 10:41,6,1Ea,3,1Ea,1001,6500
306502,4/24/2023 10:41,6,1Ea,3,1Ea,1001,6501
306505,4/24/2023 10:41,6,1Ea,3,1Ea,1001,6504
306510,4/24/2023 10:41,6,1Ea,3,1Ea,1001,6509
306521,4/24/2023 10:41,6,1Ea,3,1Ea,1001,6520
306537,4/24/2023 10:41,6,1Ea,3,1Ea,1001,6536
307041,4/24/2023 10:41,6,1Ea,3,1Ea,1001,7040
307042,4/24/2023 10:41,6,1Ea,3,1Ea,1001,7041
307045,4/24/2023 10:41,6,1Ea,3,1Ea,1001,7044
307050,4/24/2023 10:41,6,1Ea,3,1Ea,1001,7049
307062,4/24/2023 10:41,6,1Ea,3,1Ea,1001,7061
307079,4/24/2023 10:41,6,1Ea,3,1Ea,1001,7078
307475,4/24/2023 10:41,6,1L,3,1L,1002,7474
307706,4/24/2023 10:41,6,1Kg,1,1Kg,1002,7705
307710,4/24/2023 10:41,6,1Kg,1,1Kg,1002,7709
308464,4/24/2023 10:41,6,100G,2,100G,1002,8463
308591,4/24/2023 10:41,6,1Kg,1,1Kg,1002,8590
308593,4/24/2023 10:41,6,1Kg,1,1Kg,1002,8592
308727,4/24/2023 10:41,6,100G,2,100G,1002,8726
308729,4/24/2023 10:41,6,100G,2,100G,1002,8728
308803,4/24/2023 10:41,6,100G,2,100G,1002,8802
308829,4/24/2023 10:41,6,100G,2,100G,1002,8828
308835,4/24/2023 10:41,6,100G,2,100G,1002,8834
308909,4/24/2023 10:41,6,100G,2,100G,1002,8908
308911,4/24/2023 10:41,6,100G,2,100G,1002,8910
309057,4/24/2023 10:41,6,100G,2,100G,1002,9056
309058,4/24/2023 10:41,6,100G,2,100G,1002,9057
309239,4/24/2023 10:41,6,100G,2,100G,1002,9238
309324,4/24/2023 10:41,6,100G,2,100G,1002,9323
309697,4/24/2023 10:41,6,100G,2,100G,1002,9696
309698,4/24/2023 10:41,6,100G,2,100G,1002,9697
309772,4/24/2023 10:41,6,100G,2,100G,1002,9771
309867,4/24/2023 10:41,6,100G,2,100G,1002,9866
300290,4/24/2023 10:41,5.97,1Kg,1,1Kg,1001,289
300850,4/24/2023 10:41,5.97,1L,3,1L,1001,849
300263,4/24/2023 10:41,5.95,1Kg,1,1Kg,1001,262
300473,4/24/2023 10:41,5.95,1Kg,1,1Kg,1001,472
302947,4/24/2023 10:41,5.95,1Kg,1,1Kg,1001,2946
309927,4/24/2023 10:41,5.95,1Kg,1,1Kg,1002,9926
300596,4/24/2023 10:41,5.9,1Kg,1,1Kg,1001,595
300616,4/24/2023 10:41,5.9,1Kg,1,1Kg,1001,615
300618,4/24/2023 10:41,5.9,1Kg,1,1Kg,1001,617
300636,4/24/2023 10:41,5.9,1Ea,3,1Ea,1001,635
300742,4/24/2023 10:41,5.9,1Ea,3,1Ea,1001,741
300758,4/24/2023 10:41,5.9,100G,2,100G,1001,757
304990,4/24/2023 10:41,5.9,100G,2,100G,1001,4989
305617,4/24/2023 10:41,5.9,100G,2,100G,1001,5616
307484,4/24/2023 10:41,5.9,1L,3,1L,1002,7483
307485,4/24/2023 10:41,5.9,1L,3,1L,1002,7484
300700,4/24/2023 10:41,5.8,1L,3,1L,1001,699
302694,4/24/2023 10:41,5.8,100G,2,100G,1001,2693
302695,4/24/2023 10:41,5.8,100G,2,100G,1001,2694
302710,4/24/2023 10:41,5.8,100G,2,100G,1001,2709
302715,4/24/2023 10:41,5.8,100G,2,100G,1001,2714
302802,4/24/2023 10:41,5.8,100G,2,100G,1001,2801
302806,4/24/2023 10:41,5.8,100G,2,100G,1001,2805
302829,4/24/2023 10:41,5.8,100G,2,100G,1001,2828
303451,4/24/2023 10:41,5.8,100G,2,100G,1001,3450
303461,4/24/2023 10:41,5.8,100G,2,100G,1001,3460
303554,4/24/2023 10:41,5.8,100G,2,100G,1001,3553
303595,4/24/2023 10:41,5.8,100G,2,100G,1001,3594
303666,4/24/2023 10:41,5.8,100G,2,100G,1001,3665
303678,4/24/2023 10:41,5.8,100G,2,100G,1001,3677
303850,4/24/2023 10:41,5.8,100G,2,100G,1001,3849
305371,4/24/2023 10:41,5.8,100G,2,100G,1001,5370
305378,4/24/2023 10:41,5.8,100G,2,100G,1001,5377
305386,4/24/2023 10:41,5.8,1G,3,1G,1001,5385
305726,4/24/2023 10:41,5.8,100G,2,100G,1001,5725
305733,4/24/2023 10:41,5.8,100G,2,100G,1001,5732
305741,4/24/2023 10:41,5.8,1G,3,1G,1001,5740
309466,4/24/2023 10:41,5.8,100G,2,100G,1002,9465
309472,4/24/2023 10:41,5.8,100G,2,100G,1002,9471
309489,4/24/2023 10:41,5.8,100G,2,100G,1002,9488
309491,4/24/2023 10:41,5.8,100G,2,100G,1002,9490
309509,4/24/2023 10:41,5.8,100G,2,100G,1002,9508
309518,4/24/2023 10:41,5.8,100G,2,100G,1002,9517
300289,4/24/2023 10:41,5.75,1Kg,1,1Kg,1001,288
300662,4/24/2023 10:41,5.75,1Kg,1,1Kg,1001,661
301650,4/24/2023 10:41,5.75,100G,2,100G,1001,1649
301651,4/24/2023 10:41,5.75,100G,2,100G,1001,1650
301653,4/24/2023 10:41,5.75,100G,2,100G,1001,1652
308292,4/24/2023 10:41,5.75,100G,2,100G,1002,8291
308293,4/24/2023 10:41,5.75,100G,2,100G,1002,8292
308295,4/24/2023 10:41,5.75,100G,2,100G,1002,8294
300866,4/24/2023 10:41,5.72,1L,3,1L,1001,865
300397,4/24/2023 10:41,5.7,1Kg,1,1Kg,1001,396
300751,4/24/2023 10:41,5.7,1L,3,1L,1001,750
300752,4/24/2023 10:41,5.7,1L,3,1L,1001,751
301954,4/24/2023 10:41,5.7,100G,2,100G,1001,1953
301979,4/24/2023 10:41,5.7,100G,2,100G,1001,1978
301990,4/24/2023 10:41,5.7,100G,2,100G,1001,1989
301993,4/24/2023 10:41,5.7,100G,2,100G,1001,1992
301997,4/24/2023 10:41,5.7,100G,2,100G,1001,1996
302017,4/24/2023 10:41,5.7,100G,2,100G,1001,2016
302223,4/24/2023 10:41,5.7,100G,2,100G,1001,2222
302272,4/24/2023 10:41,5.7,100G,2,100G,1001,2271
302520,4/24/2023 10:41,5.7,100G,2,100G,1001,2519
302566,4/24/2023 10:41,5.7,100G,2,100G,1001,2565
302573,4/24/2023 10:41,5.7,100G,2,100G,1001,2572
302577,4/24/2023 10:41,5.7,100G,2,100G,1001,2576
302611,4/24/2023 10:41,5.7,100G,2,100G,1001,2610
302685,4/24/2023 10:41,5.7,100G,2,100G,1001,2684
302792,4/24/2023 10:41,5.7,100G,2,100G,1001,2791
303581,4/24/2023 10:41,5.7,100G,2,100G,1001,3580
308476,4/24/2023 10:41,5.7,100G,2,100G,1002,8475
308511,4/24/2023 10:41,5.7,100G,2,100G,1002,8510
308520,4/24/2023 10:41,5.7,100G,2,100G,1002,8519
308529,4/24/2023 10:41,5.7,100G,2,100G,1002,8528
309247,4/24/2023 10:41,5.7,100G,2,100G,1002,9246
309294,4/24/2023 10:41,5.7,100G,2,100G,1002,9293
309301,4/24/2023 10:41,5.7,100G,2,100G,1002,9300
309309,4/24/2023 10:41,5.7,100G,2,100G,1002,9308
309460,4/24/2023 10:41,5.7,100G,2,100G,1002,9459
309499,4/24/2023 10:41,5.7,100G,2,100G,1002,9498
306820,4/24/2023 10:41,5.65,1L,3,1L,1001,6819
306821,4/24/2023 10:41,5.65,1L,3,1L,1001,6820
306822,4/24/2023 10:41,5.65,1L,3,1L,1001,6821
300976,4/24/2023 10:41,5.62,1Kg,1,1Kg,1001,975
300393,4/24/2023 10:41,5.6,1Kg,1,1Kg,1001,392
300699,4/24/2023 10:41,5.6,1L,3,1L,1001,698
302316,4/24/2023 10:41,5.6,100G,2,100G,1001,2315
300869,4/24/2023 10:41,5.52,100G,2,100G,1001,868
300642,4/24/2023 10:41,5.5,100G,2,100G,1001,641
300661,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,660
300691,4/24/2023 10:41,5.5,1L,3,1L,1001,690
300695,4/24/2023 10:41,5.5,1L,3,1L,1001,694
300696,4/24/2023 10:41,5.5,1L,3,1L,1001,695
300759,4/24/2023 10:41,5.5,100G,2,100G,1001,758
300783,4/24/2023 10:41,5.5,1L,3,1L,1001,782
300791,4/24/2023 10:41,5.5,1L,3,1L,1001,790
301035,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1034
301036,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1035
301042,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1041
301049,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1048
301060,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1059
301076,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1075
301231,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1230
301561,4/24/2023 10:41,5.5,100G,2,100G,1001,1560
301572,4/24/2023 10:41,5.5,100G,2,100G,1001,1571
301817,4/24/2023 10:41,5.5,100G,2,100G,1001,1816
301818,4/24/2023 10:41,5.5,100G,2,100G,1001,1817
301820,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,1819
301970,4/24/2023 10:41,5.5,100G,2,100G,1001,1969
302145,4/24/2023 10:41,5.5,100G,2,100G,1001,2144
302166,4/24/2023 10:41,5.5,100G,2,100G,1001,2165
302171,4/24/2023 10:41,5.5,100G,2,100G,1001,2170
302172,4/24/2023 10:41,5.5,100G,2,100G,1001,2171
302208,4/24/2023 10:41,5.5,100G,2,100G,1001,2207
302213,4/24/2023 10:41,5.5,100G,2,100G,1001,2212
302218,4/24/2023 10:41,5.5,100G,2,100G,1001,2217
302219,4/24/2023 10:41,5.5,100G,2,100G,1001,2218
302290,4/24/2023 10:41,5.5,100G,2,100G,1001,2289
302296,4/24/2023 10:41,5.5,100G,2,100G,1001,2295
302300,4/24/2023 10:41,5.5,100G,2,100G,1001,2299
302310,4/24/2023 10:41,5.5,100G,2,100G,1001,2309
302381,4/24/2023 10:41,5.5,100G,2,100G,1001,2380
302433,4/24/2023 10:41,5.5,100G,2,100G,1001,2432
302438,4/24/2023 10:41,5.5,100G,2,100G,1001,2437
302446,4/24/2023 10:41,5.5,100G,2,100G,1001,2445
302464,4/24/2023 10:41,5.5,100G,2,100G,1001,2463
302468,4/24/2023 10:41,5.5,100G,2,100G,1001,2467
302506,4/24/2023 10:41,5.5,100G,2,100G,1001,2505
302528,4/24/2023 10:41,5.5,100G,2,100G,1001,2527
302532,4/24/2023 10:41,5.5,100G,2,100G,1001,2531
302548,4/24/2023 10:41,5.5,100G,2,100G,1001,2547
302603,4/24/2023 10:41,5.5,100G,2,100G,1001,2602
302614,4/24/2023 10:41,5.5,100G,2,100G,1001,2613
302620,4/24/2023 10:41,5.5,100G,2,100G,1001,2619
302621,4/24/2023 10:41,5.5,100G,2,100G,1001,2620
302828,4/24/2023 10:41,5.5,100G,2,100G,1001,2827
302915,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,2914
302924,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,2923
303030,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,3029
303035,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,3034
303037,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,3036
303042,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,3041
303043,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,3042
303044,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,3043
303049,4/24/2023 10:41,5.5,1Kg,1,1Kg,1001,3048
303315,4/24/2023 10:41,5.5,100G,2,100G,1001,3314
303332,4/24/2023 10:41,5.5,100G,2,100G,1001,3331
303558,4/24/2023 10:41,5.5,100G,2,100G,1001,3557
303639,4/24/2023 10:41,5.5,100G,2,100G,1001,3638
303674,4/24/2023 10:41,5.5,100G,2,100G,1001,3673
303741,4/24/2023 10:41,5.5,100G,2,100G,1001,3740
303849,4/24/2023 10:41,5.5,100G,2,100G,1001,3848
303931,4/24/2023 10:41,5.5,100G,2,100G,1001,3930
303932,4/24/2023 10:41,5.5,100G,2,100G,1001,3931
303933,4/24/2023 10:41,5.5,100G,2,100G,1001,3932
304338,4/24/2023 10:41,5.5,100G,2,100G,1001,4337
304372,4/24/2023 10:41,5.5,100G,2,100G,1001,4371
304436,4/24/2023 10:41,5.5,100G,2,100G,1001,4435
304458,4/24/2023 10:41,5.5,100G,2,100G,1001,4457
306890,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,6889
307508,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7507
307700,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7699
307701,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7700
307716,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7715
307719,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7718
307723,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7722
307724,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7723
307862,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,7861
308057,4/24/2023 10:41,5.5,1L,3,1L,1002,8056
308253,4/24/2023 10:41,5.5,100G,2,100G,1002,8252
308267,4/24/2023 10:41,5.5,100G,2,100G,1002,8266
308327,4/24/2023 10:41,5.5,100G,2,100G,1002,8326
308332,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,8331
308335,4/24/2023 10:41,5.5,100G,2,100G,1002,8334
308348,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,8347
309154,4/24/2023 10:41,5.5,100G,2,100G,1002,9153
309159,4/24/2023 10:41,5.5,100G,2,100G,1002,9158
309165,4/24/2023 10:41,5.5,100G,2,100G,1002,9164
309184,4/24/2023 10:41,5.5,100G,2,100G,1002,9183
309188,4/24/2023 10:41,5.5,100G,2,100G,1002,9187
309190,4/24/2023 10:41,5.5,100G,2,100G,1002,9189
309319,4/24/2023 10:41,5.5,100G,2,100G,1002,9318
309330,4/24/2023 10:41,5.5,100G,2,100G,1002,9329
309412,4/24/2023 10:41,5.5,100G,2,100G,1002,9411
309417,4/24/2023 10:41,5.5,100G,2,100G,1002,9416
309419,4/24/2023 10:41,5.5,100G,2,100G,1002,9418
309428,4/24/2023 10:41,5.5,100G,2,100G,1002,9427
309445,4/24/2023 10:41,5.5,100G,2,100G,1002,9444
309531,4/24/2023 10:41,5.5,100G,2,100G,1002,9530
309605,4/24/2023 10:41,5.5,100G,2,100G,1002,9604
309610,4/24/2023 10:41,5.5,100G,2,100G,1002,9609
309617,4/24/2023 10:41,5.5,100G,2,100G,1002,9616
309669,4/24/2023 10:41,5.5,100G,2,100G,1002,9668
309681,4/24/2023 10:41,5.5,100G,2,100G,1002,9680
309888,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,9887
309904,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,9903
309968,4/24/2023 10:41,5.5,100G,2,100G,1002,9967
309969,4/24/2023 10:41,5.5,100G,2,100G,1002,9968
309987,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,9986
309989,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,9988
309993,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,9992
309998,4/24/2023 10:41,5.5,1Kg,1,1Kg,1002,9997
300553,4/24/2023 10:41,5.4,1Kg,1,1Kg,1001,552
300601,4/24/2023 10:41,5.4,1Kg,1,1Kg,1001,600
300697,4/24/2023 10:41,5.4,1L,3,1L,1001,696
300713,4/24/2023 10:41,5.4,1L,3,1L,1001,712
300787,4/24/2023 10:41,5.4,1L,3,1L,1001,786
301552,4/24/2023 10:41,5.4,100G,2,100G,1001,1551
301693,4/24/2023 10:41,5.4,100G,2,100G,1001,1692
301882,4/24/2023 10:41,5.4,1L,3,1L,1001,1881
301891,4/24/2023 10:41,5.4,1L,3,1L,1001,1890
301896,4/24/2023 10:41,5.4,1L,3,1L,1001,1895
301903,4/24/2023 10:41,5.4,1L,3,1L,1001,1902
301912,4/24/2023 10:41,5.4,1L,3,1L,1001,1911
302000,4/24/2023 10:41,5.4,100G,2,100G,1001,1999
302018,4/24/2023 10:41,5.4,100G,2,100G,1001,2017
302024,4/24/2023 10:41,5.4,100G,2,100G,1001,2023
302582,4/24/2023 10:41,5.4,100G,2,100G,1001,2581
302613,4/24/2023 10:41,5.4,100G,2,100G,1001,2612
302634,4/24/2023 10:41,5.4,100G,2,100G,1001,2633
304645,4/24/2023 10:41,5.4,100G,2,100G,1001,4644
304646,4/24/2023 10:41,5.4,100G,2,100G,1001,4645
304652,4/24/2023 10:41,5.4,100G,2,100G,1001,4651
304655,4/24/2023 10:41,5.4,100G,2,100G,1001,4654
306382,4/24/2023 10:41,5.4,1Kg,1,1Kg,1002,6381
308395,4/24/2023 10:41,5.4,1L,3,1L,1002,8394
308406,4/24/2023 10:41,5.4,1L,3,1L,1002,8405
308421,4/24/2023 10:41,5.4,1L,3,1L,1002,8420
308425,4/24/2023 10:41,5.4,1L,3,1L,1002,8424
308797,4/24/2023 10:41,5.4,100G,2,100G,1002,8796
308891,4/24/2023 10:41,5.4,100G,2,100G,1002,8890
309321,4/24/2023 10:41,5.4,100G,2,100G,1002,9320
309325,4/24/2023 10:41,5.4,100G,2,100G,1002,9324
300566,4/24/2023 10:41,5.35,1Kg,1,1Kg,1001,565
300570,4/24/2023 10:41,5.3,1Ea,3,1Ea,1001,569
300590,4/24/2023 10:41,5.3,1Ea,3,1Ea,1001,589
300739,4/24/2023 10:41,5.3,1L,3,1L,1001,738
300803,4/24/2023 10:41,5.3,1L,3,1L,1001,802
302647,4/24/2023 10:41,5.3,100G,2,100G,1001,2646
302661,4/24/2023 10:41,5.3,100G,2,100G,1001,2660
302663,4/24/2023 10:41,5.3,100G,2,100G,1001,2662
302676,4/24/2023 10:41,5.3,100G,2,100G,1001,2675
305007,4/24/2023 10:41,5.3,100G,2,100G,1001,5006
305634,4/24/2023 10:41,5.3,100G,2,100G,1001,5633
309376,4/24/2023 10:41,5.3,100G,2,100G,1002,9375
309384,4/24/2023 10:41,5.3,100G,2,100G,1002,9383
309387,4/24/2023 10:41,5.3,100G,2,100G,1002,9386
309401,4/24/2023 10:41,5.3,100G,2,100G,1002,9400
300847,4/24/2023 10:41,5.22,1L,3,1L,1001,846
300909,4/24/2023 10:41,5.22,100G,2,100G,1001,908
300998,4/24/2023 10:41,5.22,1Kg,1,1Kg,1001,997
301004,4/24/2023 10:41,5.22,1Kg,1,1Kg,1001,1003
301006,4/24/2023 10:41,5.22,1Kg,1,1Kg,1001,1005
301011,4/24/2023 10:41,5.22,1Kg,1,1Kg,1001,1010
300281,4/24/2023 10:41,5.2,1Kg,1,1Kg,1001,280
300403,4/24/2023 10:41,5.2,1Ea,3,1Ea,1001,402
300479,4/24/2023 10:41,5.2,1Ea,3,1Ea,1001,478
300547,4/24/2023 10:41,5.2,1Ea,3,1Ea,1001,546
300585,4/24/2023 10:41,5.2,1Kg,1,1Kg,1001,584
300586,4/24/2023 10:41,5.2,1Kg,1,1Kg,1001,585
300599,4/24/2023 10:41,5.2,1Kg,1,1Kg,1001,598
300767,4/24/2023 10:41,5.2,100G,2,100G,1001,766
300792,4/24/2023 10:41,5.2,1L,3,1L,1001,791
300795,4/24/2023 10:41,5.2,1L,3,1L,1001,794
303079,4/24/2023 10:41,5.2,100G,2,100G,1001,3078
309760,4/24/2023 10:41,5.2,100G,2,100G,1002,9759
300509,4/24/2023 10:41,5.1,1Ea,3,1Ea,1001,508
300511,4/24/2023 10:41,5.1,1Ea,3,1Ea,1001,510
300779,4/24/2023 10:41,5.1,1L,3,1L,1001,778
300781,4/24/2023 10:41,5.1,1L,3,1L,1001,780
300790,4/24/2023 10:41,5.1,1L,3,1L,1001,789
300793,4/24/2023 10:41,5.1,1L,3,1L,1001,792
300841,4/24/2023 10:41,5.02,1L,3,1L,1001,840
300617,4/24/2023 10:41,5,1Ea,3,1Ea,1001,616
300668,4/24/2023 10:41,5,1Kg,1,1Kg,1001,667
300744,4/24/2023 10:41,5,1L,3,1L,1001,743
300746,4/24/2023 10:41,5,1L,3,1L,1001,745
300788,4/24/2023 10:41,5,1L,3,1L,1001,787
301167,4/24/2023 10:41,5,100G,2,100G,1001,1166
301180,4/24/2023 10:41,5,100G,2,100G,1001,1179
301189,4/24/2023 10:41,5,100G,2,100G,1001,1188
301315,4/24/2023 10:41,5,1L,3,1L,1001,1314
301339,4/24/2023 10:41,5,100G,2,100G,1001,1338
301347,4/24/2023 10:41,5,100G,2,100G,1001,1346
301349,4/24/2023 10:41,5,100G,2,100G,1001,1348
301378,4/24/2023 10:41,5,100G,2,100G,1001,1377
301381,4/24/2023 10:41,5,100G,2,100G,1001,1380
301414,4/24/2023 10:41,5,1Kg,1,1Kg,1001,1413
301465,4/24/2023 10:41,5,100G,2,100G,1001,1464
301545,4/24/2023 10:41,5,100G,2,100G,1001,1544
301621,4/24/2023 10:41,5,1L,3,1L,1001,1620
301628,4/24/2023 10:41,5,100G,2,100G,1001,1627
301675,4/24/2023 10:41,5,100G,2,100G,1001,1674
301946,4/24/2023 10:41,5,100G,2,100G,1001,1945
301950,4/24/2023 10:41,5,100G,2,100G,1001,1949
301994,4/24/2023 10:41,5,100G,2,100G,1001,1993
302144,4/24/2023 10:41,5,100G,2,100G,1001,2143
302147,4/24/2023 10:41,5,100G,2,100G,1001,2146
302483,4/24/2023 10:41,5,100G,2,100G,1001,2482
302486,4/24/2023 10:41,5,100G,2,100G,1001,2485
302574,4/24/2023 10:41,5,100G,2,100G,1001,2573
302951,4/24/2023 10:41,5,100G,2,100G,1001,2950
303285,4/24/2023 10:41,5,100G,2,100G,1001,3284
303351,4/24/2023 10:41,5,100G,2,100G,1001,3350
303354,4/24/2023 10:41,5,100G,2,100G,1001,3353
303356,4/24/2023 10:41,5,100G,2,100G,1001,3355
303357,4/24/2023 10:41,5,100G,2,100G,1001,3356
303360,4/24/2023 10:41,5,100G,2,100G,1001,3359
303361,4/24/2023 10:41,5,100G,2,100G,1001,3360
