inventory_id,product_id,store_id,inventory_quantity,quantity_unit
2422,2422,1001,3,100G
2423,2423,1001,3,100G
2424,2424,1001,3,100G
2425,2425,1001,3,100G
2426,2426,1001,3,100G
2427,2427,1001,3,100G
2428,2428,1001,3,100G
2429,2429,1001,3,100G
2430,2430,1001,3,100G
2431,2431,1001,3,100G
2432,2432,1001,3,100G
2433,2433,1001,3,100G
2434,2434,1001,3,100G
2435,2435,1001,3,100G
2436,2436,1001,3,100G
2437,2437,1001,3,100G
2438,2438,1001,3,100G
2439,2439,1001,3,100G
2440,2440,1001,3,100G
2441,2441,1001,3,100G
2442,2442,1001,3,100G
2443,2443,1001,3,100G
2444,2444,1001,3,100G
2445,2445,1001,3,100G
2446,2446,1001,3,100G
2447,2447,1001,3,100G
2448,2448,1001,3,100G
2449,2449,1001,3,100G
2450,2450,1001,3,100G
2451,2451,1001,3,100G
2452,2452,1001,3,100G
2453,2453,1001,3,100G
2454,2454,1001,3,100G
2455,2455,1001,3,100G
2456,2456,1001,3,100G
2457,2457,1001,3,100G
2458,2458,1001,3,100G
2459,2459,1001,3,100G
2460,2460,1001,3,100G
2461,2461,1001,3,100G
2462,2462,1001,3,100G
2463,2463,1001,3,100G
2464,2464,1001,3,100G
2465,2465,1001,3,100G
2466,2466,1001,3,100G
2467,2467,1001,3,100G
2468,2468,1001,3,100G
2469,2469,1001,3,100G
2470,2470,1001,3,100G
2471,2471,1001,3,100G
2472,2472,1001,3,100G
2473,2473,1001,3,100G
2474,2474,1001,3,100G
2475,2475,1001,3,100G
2476,2476,1001,3,100G
2477,2477,1001,4,1Ea
2478,2478,1001,3,100G
2479,2479,1001,3,100G
2480,2480,1001,3,100G
2481,2481,1001,3,100G
2482,2482,1001,3,100G
2483,2483,1001,3,100G
2484,2484,1001,3,100G
2485,2485,1001,3,100G
2486,2486,1001,3,100G
2487,2487,1001,3,100G
2488,2488,1001,3,100G
2489,2489,1001,3,100G
2490,2490,1001,3,100G
2491,2491,1001,3,100G
2492,2492,1001,3,100G
2493,2493,1001,3,100G
2494,2494,1001,3,100G
2495,2495,1001,3,100G
2496,2496,1001,3,100G
2497,2497,1001,3,100G
2498,2498,1001,3,100G
2499,2499,1001,3,100G
2500,2500,1001,3,100G
2501,2501,1001,3,100G
2502,2502,1001,3,100G
2503,2503,1001,3,100G
2504,2504,1001,3,100G
2505,2505,1001,3,100G
2506,2506,1001,3,100G
2507,2507,1001,3,100G
2508,2508,1001,3,100G
2509,2509,1001,3,100G
2510,2510,1001,3,100G
2511,2511,1001,3,100G
2512,2512,1001,3,100G
2513,2513,1001,3,100G
2514,2514,1001,3,100G
2515,2515,1001,2,1Kg
2516,2516,1001,3,100G
2517,2517,1001,3,100G
2518,2518,1001,3,100G
2519,2519,1001,3,100G
2520,2520,1001,3,100G
2521,2521,1001,3,100G
2522,2522,1001,3,100G
2523,2523,1001,3,100G
2524,2524,1001,3,100G
2525,2525,1001,3,100G
2526,2526,1001,3,100G
2527,2527,1001,3,100G
2528,2528,1001,3,100G
2529,2529,1001,3,100G
2530,2530,1001,3,100G
2531,2531,1001,3,100G
2532,2532,1001,3,100G
2533,2533,1001,3,100G
2534,2534,1001,3,100G
2535,2535,1001,3,100G
2536,2536,1001,3,100G
2537,2537,1001,3,100G
2538,2538,1001,3,100G
2539,2539,1001,3,100G
2540,2540,1001,3,100G
2541,2541,1001,3,100G
2542,2542,1001,3,100G
2543,2543,1001,3,100G
2544,2544,1001,3,100G
2545,2545,1001,3,100G
2546,2546,1001,3,100G
2547,2547,1001,3,100G
2548,2548,1001,3,100G
2549,2549,1001,3,100G
2550,2550,1001,3,100G
2551,2551,1001,3,100G
2552,2552,1001,3,100G
2553,2553,1001,3,100G
2554,2554,1001,3,100G
2555,2555,1001,3,100G
2556,2556,1001,3,100G
2557,2557,1001,3,100G
2558,2558,1001,3,100G
2559,2559,1001,3,100G
2560,2560,1001,3,100G
2561,2561,1001,3,100G
2562,2562,1001,3,100G
2563,2563,1001,3,100G
2564,2564,1001,3,100G
2565,2565,1001,3,100G
2566,2566,1001,3,100G
2567,2567,1001,3,100G
2568,2568,1001,3,100G
2569,2569,1001,3,100G
2570,2570,1001,3,100G
2571,2571,1001,3,100G
2572,2572,1001,3,100G
2573,2573,1001,3,100G
2574,2574,1001,3,100G
2575,2575,1001,3,100G
2576,2576,1001,3,100G
2577,2577,1001,3,100G
2578,2578,1001,3,100G
2579,2579,1001,3,100G
2580,2580,1001,3,100G
2581,2581,1001,3,100G
2582,2582,1001,3,100G
2583,2583,1001,3,100G
2584,2584,1001,3,100G
2585,2585,1001,3,100G
2586,2586,1001,3,100G
2587,2587,1001,3,100G
2588,2588,1001,3,100G
2589,2589,1001,3,100G
2590,2590,1001,3,100G
2591,2591,1001,3,100G
2592,2592,1001,3,100G
2593,2593,1001,3,100G
2594,2594,1001,3,100G
2595,2595,1001,3,100G
2596,2596,1001,3,100G
2597,2597,1001,3,100G
2598,2598,1001,3,100G
2599,2599,1001,3,100G
2600,2600,1001,3,100G
2601,2601,1001,3,100G
2602,2602,1001,3,100G
2603,2603,1001,3,100G
2604,2604,1001,3,100G
2605,2605,1001,4,1Ea
2606,2606,1001,3,100G
2607,2607,1001,3,100G
2608,2608,1001,3,100G
2609,2609,1001,3,100G
2610,2610,1001,3,100G
2611,2611,1001,3,100G
2612,2612,1001,3,100G
2613,2613,1001,3,100G
2614,2614,1001,3,100G
2615,2615,1001,3,100G
2616,2616,1001,3,100G
2617,2617,1001,3,100G
2618,2618,1001,3,100G
2619,2619,1001,3,100G
2620,2620,1001,3,100G
2621,2621,1001,3,100G
2622,2622,1001,3,100G
2623,2623,1001,3,100G
2624,2624,1001,3,100G
2625,2625,1001,3,100G
2626,2626,1001,3,100G
2627,2627,1001,3,100G
2628,2628,1001,3,100G
2629,2629,1001,3,100G
2630,2630,1001,3,100G
2631,2631,1001,3,100G
2632,2632,1001,3,100G
2633,2633,1001,3,100G
2634,2634,1001,3,100G
2635,2635,1001,3,100G
2636,2636,1001,3,100G
2637,2637,1001,3,100G
2638,2638,1001,3,100G
2639,2639,1001,3,100G
2640,2640,1001,3,100G
2641,2641,1001,3,100G
2642,2642,1001,3,100G
2643,2643,1001,3,100G
2644,2644,1001,3,100G
2645,2645,1001,3,100G
2646,2646,1001,3,100G
2647,2647,1001,3,100G
2648,2648,1001,3,100G
2649,2649,1001,3,100G
2650,2650,1001,3,100G
2651,2651,1001,3,100G
2652,2652,1001,3,100G
2653,2653,1001,3,100G
2654,2654,1001,3,100G
2655,2655,1001,3,100G
2656,2656,1001,3,100G
2657,2657,1001,3,100G
2658,2658,1001,3,100G
2659,2659,1001,3,100G
2660,2660,1001,3,100G
2661,2661,1001,3,100G
2662,2662,1001,3,100G
2663,2663,1001,3,100G
2664,2664,1001,3,100G
2665,2665,1001,3,100G
2666,2666,1001,3,100G
2667,2667,1001,3,100G
2668,2668,1001,3,100G
2669,2669,1001,3,100G
2670,2670,1001,3,100G
2671,2671,1001,3,100G
2672,2672,1001,3,100G
2673,2673,1001,3,100G
2674,2674,1001,3,100G
2675,2675,1001,3,100G
2676,2676,1001,3,100G
2677,2677,1001,3,100G
2678,2678,1001,3,100G
2679,2679,1001,3,100G
2680,2680,1001,3,100G
2681,2681,1001,3,100G
2682,2682,1001,3,100G
2683,2683,1001,3,100G
2684,2684,1001,3,100G
2685,2685,1001,3,100G
2686,2686,1001,3,100G
2687,2687,1001,3,100G
2688,2688,1001,3,100G
2689,2689,1001,3,100G
2690,2690,1001,3,100G
2691,2691,1001,3,100G
2692,2692,1001,3,100G
2693,2693,1001,3,100G
2694,2694,1001,3,100G
2695,2695,1001,3,100G
2696,2696,1001,3,100G
2697,2697,1001,3,100G
2698,2698,1001,3,100G
2699,2699,1001,3,100G
2700,2700,1001,3,100G
2701,2701,1001,3,100G
2702,2702,1001,3,100G
2703,2703,1001,3,100G
2704,2704,1001,3,100G
2705,2705,1001,3,100G
2706,2706,1001,3,100G
2707,2707,1001,3,100G
2708,2708,1001,3,100G
2709,2709,1001,3,100G
2710,2710,1001,3,100G
2711,2711,1001,3,100G
2712,2712,1001,3,100G
2713,2713,1001,3,100G
2714,2714,1001,3,100G
2715,2715,1001,3,100G
2716,2716,1001,3,100G
2717,2717,1001,3,100G
2718,2718,1001,3,100G
2719,2719,1001,3,100G
2720,2720,1001,3,100G
2721,2721,1001,3,100G
2722,2722,1001,3,100G
2723,2723,1001,3,100G
2724,2724,1001,3,100G
2725,2725,1001,3,100G
2726,2726,1001,3,100G
2727,2727,1001,3,100G
2728,2728,1001,3,100G
2729,2729,1001,3,100G
2730,2730,1001,3,100G
2731,2731,1001,3,100G
2732,2732,1001,3,100G
2733,2733,1001,3,100G
2734,2734,1001,3,100G
2735,2735,1001,3,100G
2736,2736,1001,3,100G
2737,2737,1001,3,100G
2738,2738,1001,3,100G
2739,2739,1001,3,100G
2740,2740,1001,3,100G
2741,2741,1001,3,100G
2742,2742,1001,3,100G
2743,2743,1001,3,100G
2744,2744,1001,3,100G
2745,2745,1001,3,100G
2746,2746,1001,3,100G
2747,2747,1001,3,100G
2748,2748,1001,3,100G
2749,2749,1001,3,100G
2750,2750,1001,3,100G
2751,2751,1001,3,100G
2752,2752,1001,3,100G
2753,2753,1001,3,100G
2754,2754,1001,3,100G
2755,2755,1001,3,100G
2756,2756,1001,3,100G
2757,2757,1001,3,100G
2758,2758,1001,3,100G
2759,2759,1001,3,100G
2760,2760,1001,3,100G
2761,2761,1001,3,100G
2762,2762,1001,3,100G
2763,2763,1001,3,100G
2764,2764,1001,3,100G
2765,2765,1001,3,100G
2766,2766,1001,3,100G
2767,2767,1001,3,100G
2768,2768,1001,3,100G
2769,2769,1001,3,100G
2770,2770,1001,3,100G
2771,2771,1001,3,100G
2772,2772,1001,3,100G
2773,2773,1001,3,100G
2774,2774,1001,3,100G
2775,2775,1001,3,100G
2776,2776,1001,3,100G
2777,2777,1001,3,100G
2778,2778,1001,3,100G
2779,2779,1001,3,100G
2780,2780,1001,3,100G
2781,2781,1001,3,100G
2782,2782,1001,3,100G
2783,2783,1001,3,100G
2784,2784,1001,3,100G
2785,2785,1001,3,100G
2786,2786,1001,3,100G
2787,2787,1001,3,100G
2788,2788,1001,3,100G
2789,2789,1001,3,100G
2790,2790,1001,3,100G
2791,2791,1001,3,100G
2792,2792,1001,3,100G
2793,2793,1001,3,100G
2794,2794,1001,3,100G
2795,2795,1001,3,100G
2796,2796,1001,3,100G
2797,2797,1001,3,100G
2798,2798,1001,3,100G
2799,2799,1001,3,100G
2800,2800,1001,3,100G
2801,2801,1001,3,100G
2802,2802,1001,3,100G
2803,2803,1001,3,100G
2804,2804,1001,3,100G
2805,2805,1001,3,100G
2806,2806,1001,3,100G
2807,2807,1001,3,100G
2808,2808,1001,3,100G
2809,2809,1001,3,100G
2810,2810,1001,3,100G
2811,2811,1001,3,100G
2812,2812,1001,3,100G
2813,2813,1001,3,100G
2814,2814,1001,3,100G
2815,2815,1001,3,100G
2816,2816,1001,3,100G
2817,2817,1001,3,100G
2818,2818,1001,3,100G
2819,2819,1001,3,100G
2820,2820,1001,3,100G
2821,2821,1001,3,100G
2822,2822,1001,3,100G
2823,2823,1001,3,100G
2824,2824,1001,3,100G
2825,2825,1001,3,100G
2826,2826,1001,3,100G
2827,2827,1001,3,100G
2828,2828,1001,3,100G
2829,2829,1001,3,100G
2830,2830,1001,3,100G
2831,2831,1001,3,100G
2832,2832,1001,3,100G
2833,2833,1001,3,100G
2834,2834,1001,3,100G
2835,2835,1001,3,100G
2836,2836,1001,3,100G
2837,2837,1001,3,100G
2838,2838,1001,3,100G
2839,2839,1001,3,100G
2840,2840,1001,3,100G
2841,2841,1001,3,100G
2842,2842,1001,3,100G
2843,2843,1001,3,100G
2844,2844,1001,3,100G
2845,2845,1001,3,100G
2846,2846,1001,3,100G
2847,2847,1001,3,100G
2848,2848,1001,3,100G
2849,2849,1001,3,100G
2850,2850,1001,3,100G
2851,2851,1001,3,100G
2852,2852,1001,3,100G
2853,2853,1001,3,100G
2854,2854,1001,3,100G
2855,2855,1001,3,100G
2856,2856,1001,3,100G
2857,2857,1001,3,100G
2858,2858,1001,4,1Kg
2859,2859,1001,3,100G
2860,2860,1001,3,100G
2861,2861,1001,3,100G
2862,2862,1001,3,100G
2863,2863,1001,3,100G
2864,2864,1001,3,100G
2865,2865,1001,3,100G
2866,2866,1001,3,100G
2867,2867,1001,3,100G
2868,2868,1001,3,100G
2869,2869,1001,3,100G
2870,2870,1001,3,100G
2871,2871,1001,3,100G
2872,2872,1001,3,100G
2873,2873,1001,3,100G
2874,2874,1001,3,100G
2875,2875,1001,3,100G
2876,2876,1001,3,100G
2877,2877,1001,3,100G
2878,2878,1001,3,100G
2879,2879,1001,3,100G
2880,2880,1001,3,100G
2881,2881,1001,3,100G
2882,2882,1001,3,100G
2883,2883,1001,3,100G
2884,2884,1001,3,100G
2885,2885,1001,3,100G
2886,2886,1001,3,100G
2887,2887,1001,3,100G
2888,2888,1001,3,100G
2889,2889,1001,3,100G
2890,2890,1001,3,100G
2891,2891,1001,3,100G
2892,2892,1001,3,100G
2893,2893,1001,3,100G
2894,2894,1001,3,100G
2895,2895,1001,3,100G
2896,2896,1001,3,100G
2897,2897,1001,3,100G
2898,2898,1001,3,100G
2899,2899,1001,2,1Kg
2900,2900,1001,2,1Kg
2901,2901,1001,2,1Kg
2902,2902,1001,2,1Kg
2903,2903,1001,2,1Kg
2904,2904,1001,2,1Kg
2905,2905,1001,2,1Kg
2906,2906,1001,2,1Kg
2907,2907,1001,2,1Kg
2908,2908,1001,2,1Kg
2909,2909,1001,3,100G
2910,2910,1001,2,1Kg
2911,2911,1001,2,1Kg
2912,2912,1001,2,1Kg
2913,2913,1001,2,1Kg
2914,2914,1001,2,1Kg
2915,2915,1001,2,1Kg
2916,2916,1001,2,1Kg
2917,2917,1001,2,1Kg
2918,2918,1001,2,1Kg
2919,2919,1001,3,100G
2920,2920,1001,3,100G
2921,2921,1001,2,1Kg
2922,2922,1001,2,1Kg
2923,2923,1001,2,1Kg
2924,2924,1001,2,1Kg
2925,2925,1001,2,1Kg
2926,2926,1001,3,100G
2927,2927,1001,2,1Kg
2928,2928,1001,2,1Kg
2929,2929,1001,2,1Kg
2930,2930,1001,2,1Kg
2931,2931,1001,2,1Kg
2932,2932,1001,2,1Kg
2933,2933,1001,2,1Kg
2934,2934,1001,2,1Kg
2935,2935,1001,2,1Kg
2936,2936,1001,2,1Kg
2937,2937,1001,3,100G
2938,2938,1001,3,100G
2939,2939,1001,3,100G
2940,2940,1001,2,1Kg
2941,2941,1001,3,100G
2942,2942,1001,2,1Kg
2943,2943,1001,3,100G
2944,2944,1001,2,1Kg
2945,2945,1001,3,100G
2946,2946,1001,2,1Kg
2947,2947,1001,3,100G
2948,2948,1001,2,1Kg
2949,2949,1001,3,100G
2950,2950,1001,3,100G
2951,2951,1001,3,100G
2952,2952,1001,2,1Kg
2953,2953,1001,3,100G
2954,2954,1001,2,1Kg
2955,2955,1001,3,100G
2956,2956,1001,3,100G
2957,2957,1001,3,100G
2958,2958,1001,3,100G
2959,2959,1001,3,100G
2960,2960,1001,3,100G
2961,2961,1001,3,100G
2962,2962,1001,3,100G
2963,2963,1001,3,100G
2964,2964,1001,3,100G
2965,2965,1001,3,100G
2966,2966,1001,3,100G
2967,2967,1001,3,100G
2968,2968,1001,3,100G
2969,2969,1001,3,100G
2970,2970,1001,3,100G
2971,2971,1001,3,100G
2972,2972,1001,3,100G
2973,2973,1001,3,100G
2974,2974,1001,3,100G
2975,2975,1001,3,100G
2976,2976,1001,3,100G
2977,2977,1001,3,100G
2978,2978,1001,3,100G
2979,2979,1001,3,100G
2980,2980,1001,3,100G
2981,2981,1001,3,100G
2982,2982,1001,3,100G
2983,2983,1001,3,100G
2984,2984,1001,3,100G
2985,2985,1001,3,100G
2986,2986,1001,3,100G
2987,2987,1001,3,100G
2988,2988,1001,3,100G
2989,2989,1001,3,100G
2990,2990,1001,3,100G
2991,2991,1001,3,100G
2992,2992,1001,3,100G
2993,2993,1001,2,1Kg
2994,2994,1001,3,100G
2995,2995,1001,3,100G
2996,2996,1001,3,100G
2997,2997,1001,2,1Kg
2998,2998,1001,3,100G
2999,2999,1001,3,100G
3000,3000,1001,2,1Kg
3001,3001,1001,2,1Kg
3002,3002,1001,3,100G
3003,3003,1001,3,100G
3004,3004,1001,3,100G
3005,3005,1001,3,100G
3006,3006,1001,3,100G
3007,3007,1001,2,1Kg
3008,3008,1001,3,100G
3009,3009,1001,3,100G
3010,3010,1001,3,100G
3011,3011,1001,3,100G
3012,3012,1001,3,100G
3013,3013,1001,3,100G
3014,3014,1001,3,100G
3015,3015,1001,3,100G
3016,3016,1001,3,100G
3017,3017,1001,3,100G
3018,3018,1001,3,100G
3019,3019,1001,3,100G
3020,3020,1001,3,100G
3021,3021,1001,3,100G
3022,3022,1001,2,1Kg
3023,3023,1001,3,100G
3024,3024,1001,3,100G
3025,3025,1001,3,100G
3026,3026,1001,2,1Kg
3027,3027,1001,2,1Kg
3028,3028,1001,3,100G
3029,3029,1001,2,1Kg
3030,3030,1001,2,1Kg
3031,3031,1001,2,1Kg
3032,3032,1001,2,1Kg
3033,3033,1001,2,1Kg
3034,3034,1001,2,1Kg
3035,3035,1001,2,1Kg
3036,3036,1001,2,1Kg
3037,3037,1001,2,1Kg
3038,3038,1001,2,1Kg
3039,3039,1001,2,1Kg
3040,3040,1001,2,1Kg
3041,3041,1001,2,1Kg
3042,3042,1001,2,1Kg
3043,3043,1001,2,1Kg
3044,3044,1001,4,
3045,3045,1001,2,1Kg
3046,3046,1001,2,1Kg
3047,3047,1001,2,1Kg
3048,3048,1001,2,1Kg
3049,3049,1001,2,1Kg
3050,3050,1001,2,1Kg
3051,3051,1001,2,1Kg
3052,3052,1001,3,100G
3053,3053,1001,3,100G
3054,3054,1001,3,100G
3055,3055,1001,3,100G
3056,3056,1001,3,100G
3057,3057,1001,3,100G
3058,3058,1001,3,100G
3059,3059,1001,3,100G
3060,3060,1001,3,100G
3061,3061,1001,3,100G
3062,3062,1001,3,100G
3063,3063,1001,3,100G
3064,3064,1001,3,100G
3065,3065,1001,3,100G
3066,3066,1001,3,100G
3067,3067,1001,3,100G
3068,3068,1001,3,100G
3069,3069,1001,3,100G
3070,3070,1001,3,100G
3071,3071,1001,3,100G
3072,3072,1001,3,100G
3073,3073,1001,3,100G
3074,3074,1001,3,100G
3075,3075,1001,3,100G
3076,3076,1001,3,100G
3077,3077,1001,3,100G
3078,3078,1001,3,100G
3079,3079,1001,3,100G
3080,3080,1001,3,100G
3081,3081,1001,3,100G
3082,3082,1001,3,100G
3083,3083,1001,3,100G
3084,3084,1001,3,100G
3085,3085,1001,3,100G
3086,3086,1001,3,100G
3087,3087,1001,3,100G
3088,3088,1001,3,100G
3089,3089,1001,3,100G
3090,3090,1001,3,100G
3091,3091,1001,3,100G
3092,3092,1001,3,100G
3093,3093,1001,3,100G
3094,3094,1001,3,100G
3095,3095,1001,3,100G
3096,3096,1001,3,100G
3097,3097,1001,3,100G
3098,3098,1001,3,100G
3099,3099,1001,3,100G
3100,3100,1001,3,100G
3101,3101,1001,3,100G
3102,3102,1001,3,100G
3103,3103,1001,3,100G
3104,3104,1001,3,100G
3105,3105,1001,3,100G
3106,3106,1001,3,100G
3107,3107,1001,3,100G
3108,3108,1001,3,100G
3109,3109,1001,3,100G
3110,3110,1001,3,100G
3111,3111,1001,3,100G
3112,3112,1001,3,100G
3113,3113,1001,3,100G
3114,3114,1001,3,100G
3115,3115,1001,3,100G
3116,3116,1001,3,100G
3117,3117,1001,3,100G
3118,3118,1001,3,100G
3119,3119,1001,3,100G
3120,3120,1001,3,100G
3121,3121,1001,3,100G
3122,3122,1001,3,100G
3123,3123,1001,3,100G
3124,3124,1001,3,100G
3125,3125,1001,3,100G
3126,3126,1001,3,100G
3127,3127,1001,3,100G
3128,3128,1001,3,100G
3129,3129,1001,3,100G
3130,3130,1001,3,100G
3131,3131,1001,3,100G
3132,3132,1001,3,100G
3133,3133,1001,3,100G
3134,3134,1001,3,100G
3135,3135,1001,3,100G
3136,3136,1001,3,100G
3137,3137,1001,3,100G
3138,3138,1001,3,100G
3139,3139,1001,3,100G
3140,3140,1001,3,100G
3141,3141,1001,3,100G
3142,3142,1001,3,100G
3143,3143,1001,3,100G
3144,3144,1001,3,100G
3145,3145,1001,3,100G
3146,3146,1001,3,100G
3147,3147,1001,3,100G
3148,3148,1001,3,100G
3149,3149,1001,3,100G
3150,3150,1001,3,100G
3151,3151,1001,3,100G
3152,3152,1001,3,100G
3153,3153,1001,3,100G
3154,3154,1001,3,100G
3155,3155,1001,3,100G
3156,3156,1001,3,100G
3157,3157,1001,3,100G
3158,3158,1001,3,100G
3159,3159,1001,3,100G
3160,3160,1001,3,100G
3161,3161,1001,3,100G
3162,3162,1001,3,100G
3163,3163,1001,3,100G
3164,3164,1001,3,100G
3165,3165,1001,3,100G
3166,3166,1001,3,100G
3167,3167,1001,3,100G
3168,3168,1001,3,100G
3169,3169,1001,3,100G
3170,3170,1001,3,100G
3171,3171,1001,3,100G
3172,3172,1001,3,100G
3173,3173,1001,3,100G
3174,3174,1001,3,100G
3175,3175,1001,3,100G
3176,3176,1001,3,100G
3177,3177,1001,3,100G
3178,3178,1001,3,100G
3179,3179,1001,3,100G
3180,3180,1001,3,100G
3181,3181,1001,3,100G
3182,3182,1001,3,100G
3183,3183,1001,3,100G
3184,3184,1001,3,100G
3185,3185,1001,3,100G
3186,3186,1001,3,100G
3187,3187,1001,3,100G
3188,3188,1001,3,100G
3189,3189,1001,3,100G
3190,3190,1001,3,100G
3191,3191,1001,3,100G
3192,3192,1001,3,100G
3193,3193,1001,3,100G
3194,3194,1001,3,100G
3195,3195,1001,3,100G
3196,3196,1001,3,100G
3197,3197,1001,3,100G
3198,3198,1001,3,100G
3199,3199,1001,3,100G
3200,3200,1001,3,100G
3201,3201,1001,3,100G
3202,3202,1001,3,100G
3203,3203,1001,3,100G
3204,3204,1001,3,100G
3205,3205,1001,3,100G
3206,3206,1001,3,100G
3207,3207,1001,3,100G
3208,3208,1001,3,100G
3209,3209,1001,3,100G
3210,3210,1001,3,100G
3211,3211,1001,3,100G
3212,3212,1001,3,100G
3213,3213,1001,3,100G
3214,3214,1001,3,100G
3215,3215,1001,3,100G
3216,3216,1001,3,100G
3217,3217,1001,3,100G
3218,3218,1001,3,100G
3219,3219,1001,3,100G
3220,3220,1001,3,100G
3221,3221,1001,3,100G
3222,3222,1001,3,100G
3223,3223,1001,3,100G
3224,3224,1001,3,100G
3225,3225,1001,3,100G
3226,3226,1001,3,100G
3227,3227,1001,3,100G
3228,3228,1001,3,100G
3229,3229,1001,3,100G
3230,3230,1001,3,100G
3231,3231,1001,3,100G
3232,3232,1001,3,100G
3233,3233,1001,3,100G
3234,3234,1001,3,100G
3235,3235,1001,3,100G
3236,3236,1001,4,
3237,3237,1001,3,100G
3238,3238,1001,3,100G
3239,3239,1001,3,100G
3240,3240,1001,3,100G
3241,3241,1001,3,100G
3242,3242,1001,3,100G
3243,3243,1001,3,100G
3244,3244,1001,3,100G
3245,3245,1001,3,100G
3246,3246,1001,3,100G
3247,3247,1001,3,100G
3248,3248,1001,3,100G
3249,3249,1001,3,100G
3250,3250,1001,3,100G
3251,3251,1001,3,100G
3252,3252,1001,3,100G
3253,3253,1001,3,100G
3254,3254,1001,3,100G
3255,3255,1001,3,100G
3256,3256,1001,3,100G
3257,3257,1001,3,100G
3258,3258,1001,3,100G
3259,3259,1001,3,100G
3260,3260,1001,3,100G
3261,3261,1001,3,100G
3262,3262,1001,3,100G
3263,3263,1001,3,100G
3264,3264,1001,3,100G
3265,3265,1001,3,100G
3266,3266,1001,3,100G
3267,3267,1001,3,100G
3268,3268,1001,3,100G
3269,3269,1001,3,100G
3270,3270,1001,3,100G
3271,3271,1001,3,100G
3272,3272,1001,3,100G
3273,3273,1001,3,100G
3274,3274,1001,3,100G
3275,3275,1001,3,100G
3276,3276,1001,3,100G
3277,3277,1001,3,100G
3278,3278,1001,3,100G
3279,3279,1001,3,100G
3280,3280,1001,3,100G
3281,3281,1001,3,100G
3282,3282,1001,3,100G
3283,3283,1001,3,100G
3284,3284,1001,3,100G
3285,3285,1001,3,100G
3286,3286,1001,3,100G
3287,3287,1001,3,100G
3288,3288,1001,3,100G
3289,3289,1001,3,100G
3290,3290,1001,3,100G
3291,3291,1001,3,100G
3292,3292,1001,3,100G
3293,3293,1001,3,100G
3294,3294,1001,3,100G
3295,3295,1001,3,100G
3296,3296,1001,3,100G
3297,3297,1001,3,100G
3298,3298,1001,3,100G
3299,3299,1001,3,100G
3300,3300,1001,3,100G
3301,3301,1001,3,100G
3302,3302,1001,3,100G
3303,3303,1001,3,100G
3304,3304,1001,3,100G
3305,3305,1001,3,100G
3306,3306,1001,3,100G
3307,3307,1001,3,100G
3308,3308,1001,3,100G
3309,3309,1001,3,100G
3310,3310,1001,3,100G
3311,3311,1001,3,100G
3312,3312,1001,3,100G
3313,3313,1001,3,100G
3314,3314,1001,3,100G
3315,3315,1001,3,100G
3316,3316,1001,3,100G
3317,3317,1001,3,100G
3318,3318,1001,3,100G
3319,3319,1001,3,100G
3320,3320,1001,3,100G
3321,3321,1001,3,100G
3322,3322,1001,3,100G
3323,3323,1001,3,100G
3324,3324,1001,3,100G
3325,3325,1001,3,100G
3326,3326,1001,3,100G
3327,3327,1001,3,100G
3328,3328,1001,3,100G
3329,3329,1001,3,100G
3330,3330,1001,3,100G
3331,3331,1001,3,100G
3332,3332,1001,3,100G
3333,3333,1001,3,100G
3334,3334,1001,3,100G
3335,3335,1001,3,100G
3336,3336,1001,3,100G
3337,3337,1001,3,100G
3338,3338,1001,3,100G
3339,3339,1001,3,100G
3340,3340,1001,3,100G
3341,3341,1001,3,100G
3342,3342,1001,3,100G
3343,3343,1001,3,100G
3344,3344,1001,3,100G
3345,3345,1001,3,100G
3346,3346,1001,3,100G
3347,3347,1001,3,100G
3348,3348,1001,3,100G
3349,3349,1001,3,100G
3350,3350,1001,3,100G
3351,3351,1001,3,100G
3352,3352,1001,3,100G
3353,3353,1001,3,100G
3354,3354,1001,3,100G
3355,3355,1001,3,100G
3356,3356,1001,3,100G
3357,3357,1001,3,100G
3358,3358,1001,3,100G
3359,3359,1001,3,100G
3360,3360,1001,3,100G
3361,3361,1001,3,100G
3362,3362,1001,3,100G
3363,3363,1001,3,100G
3364,3364,1001,3,100G
3365,3365,1001,3,100G
3366,3366,1001,3,100G
3367,3367,1001,3,100G
3368,3368,1001,3,100G
3369,3369,1001,3,100G
3370,3370,1001,3,100G
3371,3371,1001,3,100G
3372,3372,1001,3,100G
3373,3373,1001,3,100G
3374,3374,1001,3,100G
3375,3375,1001,3,100G
3376,3376,1001,3,100G
3377,3377,1001,3,100G
3378,3378,1001,3,100G
3379,3379,1001,3,100G
3380,3380,1001,3,100G
3381,3381,1001,3,100G
3382,3382,1001,3,100G
3383,3383,1001,3,100G
3384,3384,1001,3,100G
3385,3385,1001,3,100G
3386,3386,1001,3,100G
3387,3387,1001,3,100G
3388,3388,1001,3,100G
3389,3389,1001,3,100G
3390,3390,1001,3,100G
3391,3391,1001,3,100G
3392,3392,1001,3,100G
3393,3393,1001,3,100G
3394,3394,1001,3,100G
3395,3395,1001,3,100G
3396,3396,1001,3,100G
3397,3397,1001,3,100G
3398,3398,1001,3,100G
3399,3399,1001,3,100G
3400,3400,1001,3,100G
3401,3401,1001,4,1G
3402,3402,1001,3,100G
3403,3403,1001,3,100G
3404,3404,1001,3,100G
3405,3405,1001,3,100G
3406,3406,1001,3,100G
3407,3407,1001,3,100G
3408,3408,1001,3,100G
